,,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z
T145,1344,11.96288648,12.05136997,9.13789286,-2e-06,-0.13414191,3.5e-07,0.35634177,0.39758106,0.27474917,4e-08,0.005294515,2e-08,12.31922825,12.44895103,9.41264203,-1.96e-06,-0.12884739,3.7e-07,11.9901971,12.08668217,9.17487543,-2.01e-06,-0.13200296,3.5e-07,0.35194862,0.38794934,0.26113492,5e-08,0.005409285,1e-08,12.34214572,12.47463151,9.43601035,-1.96e-06,-0.12659367,3.6e-07,11.99239293,12.0902096,9.176837,-2e-06,-0.13201196,3.5e-07,0.35024284,0.38505575,0.25707015,5e-08,0.00540944,1e-08,12.34263578,12.47526535,9.43390715,-1.96e-06,-0.12660252500000002,3.6e-07,11.97654805,12.06542831,9.15287103,-2e-06,-0.13241014,3.5e-07,0.35741794,0.39557943,0.26373541,5e-08,0.00508743,1e-08,12.33396599,12.46100774,9.41660644,-1.95e-06,-0.12732272,3.7e-07,11.98986634,12.08509126,9.17237825,-2e-06,-0.13188598,3.5e-07,0.35268308,0.38803614,0.25765649,5e-08,0.00523707,1e-08,12.34254942,12.4731274,9.43003474,-1.96e-06,-0.126648915,3.6e-07,11.98990932,12.08598884,9.17223097,-2e-06,-0.13217965,3.5e-07,0.3490844,0.38305089,0.25349633,5e-08,0.005282815,1e-08,12.33899371,12.46903973,9.4257273,-1.96e-06,-0.12689683499999999,3.6e-07
T145,1361,11.55095307,9.36294874,7.75054222,0.30274932,-0.15787492,-0.30376141,0.40151176,0.34521144,0.3114581,-0.028530350000000003,0.024474515,0.0693751,11.95246484,9.70816019,8.06200032,0.27421897,-0.1334004,-0.23438631,11.560227,9.37835732,7.76676404,0.30075583,-0.15752318,-0.30911493,0.39693941,0.34161437,0.30245612,-0.027971025,0.024000075,0.068009245,11.95716642,9.71997169,8.06922015,0.27278481,-0.133523105,-0.24110568500000001,11.56160244,9.37960217,7.76770467,0.30062136,-0.1575196,-0.30975422,0.3954435,0.34031811,0.29939772,-0.02792595,0.02384319,0.06758349,11.95704593,9.71992028,8.06710239,0.272695415,-0.13367641,-0.24217073,11.55559993,9.35961149,7.76264535,0.30156019,-0.1576896,-0.29848555,0.40524702,0.34758947,0.30890609,-0.02851779,0.02403173,0.068891755,11.96084695,9.70720097,8.07155144,0.2730424,-0.13365787,-0.22959380000000001,11.56059912,9.37553373,7.76553694,0.30101985,-0.15810644,-0.30795857,0.39912401,0.34281021,0.30162949,-0.02804671,0.023808999999999997,0.068197245,11.95972313,9.71834394,8.06716643,0.27297313,-0.13429744,-0.23976133,11.56051398,9.3773168,7.76617243,0.30071053,-0.1575464,-0.30852717,0.39591808,0.3401735,0.29843943,-0.02791566,0.023838545,0.068275745,11.95643206,9.7174903,8.06461186,0.272794875,-0.13370785000000002,-0.24025143
T145,1363,8.42306562,6.99375242,5.36709485,-0.51279621,0.0,0.0,0.6251424,0.46155862,0.16479448,-0.06255404,0.0,-0.0,9.04820802,7.45531104,5.53188933,-0.5753502500000001,0.0,-0.0,8.42747304,7.00353446,5.37773055,-0.5110685,0.0,0.0,0.61625646,0.45424864,0.1582259,-0.06181074,0.0,0.0,9.0437295,7.4577831,5.53595644,-0.57287924,0.0,0.0,8.42773641,7.00435917,5.37826048,-0.51086371,0.0,0.0,0.61316137,0.45156909,0.15608029,-0.06144389,0.0,0.0,9.04089777,7.45592826,5.53434077,-0.572307605,0.0,0.0,8.42924995,7.0025296,5.37416324,-0.51231195,-0.0,0.0,0.62633385,0.46232538,0.1621806,-0.062512495,0.0,-0.0,9.0555838,7.46485498,5.53634384,-0.574824445,0.0,0.0,8.42886975,7.00499373,5.37759142,-0.51108092,-0.0,0.0,0.61696212,0.4547253,0.15724582,-0.06170113000000001,-0.0,0.0,9.04583187,7.45971904,5.53483724,-0.57278205,-0.0,0.0,8.42760724,7.00396294,5.3776218,-0.51097522,-0.0,0.0,0.6133903,0.45169415,0.15552755,-0.061453355,-0.0,0.0,9.04099754,7.4556571,5.53314935,-0.57242857,-0.0,0.0
T145,1367,12.12968274,10.07399442,8.34815992,0.27879793,-0.10257917,-0.22085852,0.36583647,0.31270181,0.27884279,-0.054755055,0.013420615,0.07260795,12.49551921,10.38669623,8.62700271,0.22404287499999997,-0.089158555,-0.14825057,12.13981444,10.09046787,8.36411438,0.27471709,-0.10243493,-0.22608071,0.36146714,0.31007152,0.27018124,-0.054805935,0.013324335,0.07143997499999999,12.50128157,10.40053939,8.63429562,0.219911155,-0.0891106,-0.154640735,12.14118587,10.09158966,8.36507587,0.2745344,-0.10247501,-0.22666905,0.36001837,0.3090332,0.26729609,-0.05485674,0.013370034999999999,0.07102471499999999,12.50120424,10.40062286,8.63237197,0.21967767,-0.08910498,-0.15564434,12.13718485,10.07360091,8.35874307,0.27784114,-0.10293552,-0.216918,0.37149379,0.31756831,0.27688575,-0.054720225,0.013428635000000001,0.07224465499999999,12.50867864,10.39116922,8.63562882,0.22312091,-0.08950688500000001,-0.144673345,12.1405345,10.08835664,8.36290146,0.27523684,-0.10264795,-0.2252297,0.36413386,0.31211233,0.26965172,-0.05485757,0.013406330000000001,0.071645315,12.50466836,10.40046897,8.63255318,0.22037927,-0.089241615,-0.153584385,12.14016169,10.08947998,8.36337625,0.27473751,-0.10250689,-0.22544217,0.36055038,0.30916203,0.26634866,-0.05485854,0.013422045,0.071676715,12.50071207,10.39864201,8.62972491,0.21987897,-0.089084845,-0.153765455
T145,1378,14.11394118,10.00273987,7.17862101,-0.24204768,-0.00056067,-0.15320446,0.58874571,0.2302471,0.19146798,-0.074411015,0.00012796,0.011757445,14.70268689,10.23298697,7.370089,-0.316458695,-0.00043271499999999997,-0.141447015,14.14248341,10.02089109,7.19995629,-0.24381562,-0.00016635,-0.15166654,0.58293967,0.225279,0.17956733,-0.074109045,0.0003074,0.01106185,14.72542307,10.24617009,7.37952362,-0.31792465999999997,0.00014105,-0.14060468999999998,14.14651457,10.02241545,7.2018178,-0.24407689,-8.353e-05,-0.15149324,0.58087349,0.22336203,0.17485561,-0.07409925,0.00034108,0.01091952,14.72738806,10.24577749,7.37667341,-0.31817614,0.000257555,-0.14057372,14.12682202,10.00163705,7.17507794,-0.24120889,-0.00209644,-0.14813607,0.59085537,0.22533308,0.18270426,-0.07534761000000001,1.076e-05,0.011537954999999999,14.71767739,10.22697014,7.3577822,-0.3165565,-0.002085685,-0.136598115,14.14398072,10.01685252,7.19408763,-0.24355584,-0.00053864,-0.15013708,0.5852442,0.22425237,0.17505627,-0.07449643,0.00025546,0.01098099,14.72922492,10.24110488,7.3691439,-0.31805227,-0.000283175,-0.13915609499999998,14.14341791,10.01932469,7.19719988,-0.24377403,-0.00037081,-0.15101341,0.5804639,0.22255014,0.17136484,-0.07421672,0.000255565,0.010812780000000001,14.72388181,10.24187484,7.36856472,-0.31799075499999996,-0.000115245,-0.14020063
T145,1382,6.96558923,6.02547781,4.9165437,-0.9154299,-0.0,-0.0,0.14623441,0.19811734,0.154726,0.034426685,0.0,-0.0,7.11182363,6.22359515,5.0712697,-0.881003215,-0.0,-0.0,6.97909042,6.04191559,4.92850718,-0.91515921,0.0,0.0,0.14336435,0.19601717,0.14986005,0.033471185,-0.0,0.0,7.12245477,6.23793276,5.07836724,-0.8816880250000001,-0.0,0.0,6.97972064,6.04261551,4.92902291,-0.91523408,0.0,0.0,0.14208503,0.19516919,0.14797141,0.033241480000000004,0.0,0.0,7.12180566,6.23778469,5.07699432,-0.8819926,0.0,0.0,6.97033983,6.02514329,4.91775928,-0.91724849,0.0,-0.0,0.14605643,0.19801863,0.15259343,0.03292593,-0.0,0.0,7.11639625,6.22316192,5.07035271,-0.88432256,0.0,0.0,6.97879243,6.04009219,4.9272795,-0.91634142,0.0,0.0,0.1435966,0.19639205,0.14935405,0.032909394999999994,0.0,0.0,7.12238902,6.23648425,5.07663355,-0.88343202,0.0,0.0,6.97905597,6.0419197,4.92858998,-0.91546284,-0.0,0.0,0.14196107,0.19535864,0.14765323,0.033024885000000004,-0.0,0.0,7.12101703,6.23727834,5.07624321,-0.8824379550000001,-0.0,0.0
T145,1391,10.34452066,9.76543189,5.32085866,-0.13982032,2.27e-06,-2.2e-07,0.45243895,0.32645667,0.10093728,-0.02175721,9e-08,1e-08,10.79695962,10.09188856,5.42179594,-0.161577525,2.36e-06,-2.1e-07,10.36155693,9.78210325,5.33060392,-0.13992395,2.27e-06,-2.2e-07,0.44724471,0.32184826,0.09513074,-0.022088845000000003,9e-08,1e-08,10.80880164,10.10395151,5.42573466,-0.162012795,2.36e-06,-2.1e-07,10.36244265,9.78285431,5.33105931,-0.13988247,2.27e-06,-2.2e-07,0.44523621,0.320169,0.09293275,-0.022152304999999997,9e-08,1e-08,10.80767887,10.1030233,5.42399206,-0.162034775,2.36e-06,-2.1e-07,10.35670957,9.77208659,5.31587372,-0.13975208,2.27e-06,-2.2e-07,0.45205052,0.3261729,0.09768002,-0.022083795,9e-08,1e-08,10.80876009,10.09825949,5.41355374,-0.16183587,2.36e-06,-2e-07,10.36167384,9.78100915,5.32992611,-0.14012504,2.27e-06,-2.2e-07,0.44780991,0.32259263,0.0941304,-0.022142595,9e-08,1e-08,10.80948375,10.10360179,5.42405651,-0.16226763,2.36e-06,-2.1e-07,10.36205006,9.78209503,5.33074312,-0.13988634,2.27e-06,-2.2e-07,0.44534971,0.32040731,0.09254549,-0.022125815,9e-08,1e-08,10.80739977,10.10250234,5.42328861,-0.162012155,2.36e-06,-2.1e-07
T145,1395,7.33584174,7.3358399,21.10792209,-0.0,-0.0,-0.0,0.03395269,0.03395112,0.21937223,0.0,0.0,0.0,7.36979442,7.36979102,21.32729432,-0.0,-0.0,-0.0,7.35476034,7.35475812,21.11439036,0.0,0.0,-0.0,0.02972282,0.02971891,0.22267317,0.0,0.0,0.0,7.38448315,7.38447703,21.33706353,0.0,0.0,-0.0,7.35507478,7.35507272,21.11507785,-0.0,0.0,-0.0,0.02883458,0.02883157,0.22370397,-0.0,-0.0,-0.0,7.38390936,7.38390429,21.33878182,-0.0,-0.0,-0.0,7.33619018,7.33618818,21.11933682,0.0,0.0,-0.0,0.03641995,0.03641845,0.23845071,-0.0,-0.0,0.0,7.37261013,7.37260663,21.35778753,-0.0,-0.0,-0.0,7.35229179,7.35228954,21.11733645,0.0,-0.0,0.0,0.03177635,0.03177378,0.23098969,0.0,-0.0,0.0,7.38406814,7.38406332,21.34832613,0.0,-0.0,0.0,7.35356283,7.35356109,21.11477753,0.0,0.0,-0.0,0.02972771,0.02972499,0.22672467,-0.0,0.0,-0.0,7.38329054,7.38328608,21.3415022,-0.0,0.0,-0.0
T145,1396,25.84618054,7.38534917,7.41692384,-2.345e-05,6.07e-06,-0.2896271,0.82259302,0.10067332,0.12123949,-6.16e-06,1.17e-06,-0.095527575,26.66877356,7.48602249,7.53816332,-2.961e-05,7.25e-06,-0.38515467999999997,25.8585889,7.40520377,7.43760565,-2.347e-05,6.14e-06,-0.29052922,0.81999565,0.09366591,0.11416353,-6.22e-06,1.17e-06,-0.09651923500000001,26.67858454,7.49886969,7.55176917,-2.97e-05,7.31e-06,-0.38704845499999996,25.86016475,7.40614919,7.43852245,-2.347e-05,6.13e-06,-0.29050627,0.81686149,0.09185569,0.11236032,-6.25e-06,1.15e-06,-0.096871345,26.67702623,7.49800488,7.55088276,-2.972e-05,7.28e-06,-0.387377615,25.85406269,7.38545674,7.4182354,-2.338e-05,6.2e-06,-0.28866406,0.83518193,0.09935093,0.11991102,-6.25e-06,1.17e-06,-0.09701763,26.68924462,7.48480768,7.53814642,-2.964e-05,7.37e-06,-0.38568168999999997,25.86025414,7.40234894,7.43496471,-2.35e-05,6.16e-06,-0.29119928,0.82541719,0.09481823,0.11529126,-6.24e-06,1.16e-06,-0.09683697499999999,26.68567133,7.49716717,7.55025597,-2.974e-05,7.32e-06,-0.388036255,25.8597234,7.40468806,7.43703968,-2.347e-05,6.14e-06,-0.29041738,0.81872,0.09234903,0.11283774,-6.245e-06,1.16e-06,-0.09692036,26.6784434,7.49703709,7.54987742,-2.971e-05,7.3e-06,-0.38733774
T145,1406,10.59168308,10.36604069,7.84231505,-0.289475,0.01350693,-0.08292857,0.52092392,0.1975078,0.33581001,-0.008408375,0.007795005,0.004852604999999999,11.112607,10.56354849,8.17812506,-0.29788338000000003,0.02130193,-0.078075965,10.60337348,10.37526097,7.85761228,-0.28675066,0.01332111,-0.08884515,0.51537056,0.19295955,0.32592004,-0.00699496,0.00712504,0.003864065,11.11874404,10.56822053,8.18353232,-0.293745615,0.02044615,-0.08498108500000001,10.60470038,10.37598822,7.85869034,-0.28668123,0.01327459,-0.08945501,0.51365129,0.19121988,0.32258599,-0.006617915,0.00685061,0.0033925400000000003,11.11835167,10.5672081,8.18127633,-0.29329914,0.020125205,-0.08606247,10.59628202,10.36132128,7.84887417,-0.28999667,0.01275967,-0.07778913,0.52496239,0.19876219,0.33258771,-0.007942234999999999,0.006760925,0.00452341,11.1212444,10.56008347,8.18146188,-0.297938905,0.019520595,-0.07326572,10.60315671,10.37296619,7.8550717,-0.28735869,0.01254563,-0.0880122,0.51793178,0.19364225,0.32499292,-0.006891319999999999,0.006684005,0.003851195,11.12108849,10.56660844,8.18006461,-0.29425002,0.019229629999999998,-0.084161005,10.60334391,10.37390923,7.85671019,-0.28692707,0.01317469,-0.08828588,0.51446869,0.19081054,0.32159048,-0.0065237049999999994,0.006733105,0.003917815,11.11781261,10.56471977,8.17830067,-0.293450775,0.0199078,-0.08436806
T145,1408,5.87316485,7.09704287,9.2105949,-5.682e-05,0.0,0.0,0.10054851,0.2241308,0.09673245,6.8e-07,0.0,0.0,5.97371336,7.32117367,9.30732735,-5.613e-05,0.0,0.0,5.88299801,7.11539664,9.2163595,-5.686e-05,0.0,0.0,0.09703491,0.22304087,0.09686635,6.6e-07,-0.0,-0.0,5.98003292,7.3384375,9.31322585,-5.621e-05,0.0,-0.0,5.88318926,7.11622276,9.21663028,-5.687e-05,0.0,0.0,0.09562968,0.22276744,0.0964506,6.5e-07,-0.0,-0.0,5.97881894,7.3389902,9.31308088,-5.622e-05,-0.0,0.0,5.87783164,7.10876529,9.21655021,-5.675e-05,0.0,0.0,0.10155482,0.22900421,0.10260992,6.2e-07,0.0,-0.0,5.97938646,7.3377695,9.31916013,-5.612e-05,0.0,0.0,5.88148393,7.11468728,9.21753369,-5.696e-05,-0.0,0.0,0.09752818,0.22535874,0.09905093,6.1e-07,0.0,-0.0,5.97901211,7.34004602,9.31658462,-5.635e-05,-0.0,0.0,5.88241441,7.11522325,9.21619078,-5.686e-05,-0.0,-0.0,0.09565309,0.22368025,0.09703369,6.4e-07,0.0,-0.0,5.9780675,7.33890351,9.31322448,-5.622e-05,-0.0,-0.0
T145,1409,10.9659809,11.22791395,8.33778224,0.0,-0.0,-0.00295602,0.45472513,0.16577235,0.29343377,0.0,-0.0,-0.028105635,11.42070603,11.3936863,8.63121601,0.0,-0.0,-0.03106165,10.97950259,11.23742766,8.35447481,-0.0,0.0,0.00208764,0.44908771,0.16310212,0.28483221,-0.0,0.0,-0.027263625,11.4285903,11.40052978,8.63930702,-0.0,0.0,-0.02517598,10.98093625,11.238177,8.3554541,-0.0,0.0,0.0027035,0.44769761,0.16191903,0.28186492,-0.0,-0.0,-0.02683147,11.42863386,11.40009603,8.63731902,-0.0,0.0,-0.024127965,10.97537939,11.22722029,8.34567879,-0.0,0.0,-0.00758466,0.46027187,0.17075984,0.29161434,-0.0,0.0,-0.027874705,11.43565125,11.39798013,8.63729312,-0.0,0.0,-0.03545936,10.98005627,11.23653403,8.35244846,0.0,-0.0,0.00155424,0.45223649,0.16509927,0.28429023,-0.0,-0.0,-0.027310575,11.43229276,11.4016333,8.63673869,-0.0,-0.0,-0.025756334999999998,10.97976567,11.23650145,8.35353096,0.0,0.0,0.00153834,0.44866039,0.16191258,0.28092656,0.0,-0.0,-0.027355314999999998,11.42842605,11.39841403,8.63445751,0.0,-0.0,-0.02581698
T145,1428,9.87651458,7.38283077,8.44866571,-1.071e-05,-2.643e-05,0.44228226,0.42110646,0.33625364,0.23007787,1.74e-06,2.64e-06,-0.06883429499999999,10.29762104,7.71908441,8.67874358,-8.97e-06,-2.379e-05,0.37344796999999996,9.8861494,7.39517325,8.45770194,-1.055e-05,-2.637e-05,0.43795053,0.41673591,0.32870294,0.22513193,1.76e-06,2.57e-06,-0.06913499000000001,10.30288531,7.72387618,8.68283387,-8.79e-06,-2.38e-05,0.36881553499999997,9.88688625,7.39565369,8.45842494,-1.054e-05,-2.638e-05,0.43769542,0.41522222,0.32646805,0.22370023,1.76e-06,2.55e-06,-0.06921707499999999,10.30210847,7.72212173,8.68212518,-8.78e-06,-2.383e-05,0.36847835500000004,9.88246215,7.39756484,8.44246858,-1.067e-05,-2.589e-05,0.44096148,0.42554107,0.33567125,0.23191492,1.74e-06,2.56e-06,-0.069050685,10.30800322,7.73323609,8.6743835,-8.92e-06,-2.332e-05,0.371910795,9.88646054,7.39542981,8.45555763,-1.056e-05,-2.631e-05,0.43834511,0.41978752,0.32996749,0.22654873,1.76e-06,2.56e-06,-0.069208015,10.30624806,7.7253973,8.68210635,-8.8e-06,-2.375e-05,0.369137095,9.88684534,7.39567681,8.4571153,-1.055e-05,-2.634e-05,0.43785239,0.41687077,0.32720399,0.22404441,1.76e-06,2.55e-06,-0.069297575,10.3037161,7.72288079,8.6811597,-8.79e-06,-2.379e-05,0.368554815
T145,1429,15.81741993,10.94209789,8.98377237,0.77276294,0.16357273,0.64319653,0.34745364,0.32065083,0.126542,-0.14771687,-0.007832744999999999,0.009795815,16.16487357,11.26274872,9.11031438,0.625046075,0.15573998,0.65299234,15.86420367,10.97086939,9.01181064,0.77584663,0.1655637,0.64937089,0.33706869,0.30815539,0.11446777,-0.148190415,-0.008350915,0.009984145,16.20127237,11.27902478,9.12627841,0.62765622,0.15721278,0.65935504,15.86892732,10.97381466,9.01476903,0.77627489,0.16558187,0.64954579,0.33514631,0.30490684,0.11131717,-0.148193385,-0.008427125,0.010364729999999999,16.20407363,11.2787215,9.1260862,0.6280815049999999,0.15715474499999998,0.65991052,15.83679352,10.94608858,8.98745787,0.77491281,0.16438587,0.64369405,0.3458783,0.31325028,0.11915251,-0.147823185,-0.00839262,0.009815544999999998,16.18267181,11.25933886,9.10661038,0.627089625,0.15599325,0.6535095900000001,15.86380481,10.96882488,9.01108238,0.77602725,0.16535089,0.64865882,0.33853388,0.30699895,0.11272782,-0.14836348500000002,-0.00852923,0.010179835,16.20233869,11.27582383,9.12381021,0.627663765,0.15682166,0.658838655,15.86407074,10.96965978,9.01106984,0.77622701,0.16530336,0.64830717,0.33334381,0.30302984,0.10896175,-0.148550925,-0.008613045,0.010224205,16.19741455,11.27268962,9.12003159,0.62767609,0.156690315,0.65853137
T145,1438,9.75550438,6.55452678,6.09119857,-0.14654929,0.0,-0.0,0.28165654,0.20492462,0.10955382,-0.05470766,0.0,-0.0,10.03716091,6.7594514,6.20075239,-0.20125695,0.0,-0.0,9.76290735,6.56717821,6.10186743,-0.14855588,0.0,0.0,0.28057783,0.20087785,0.10575517,-0.0550574,-0.0,0.0,10.04348518,6.76805606,6.2076226,-0.20361328,0.0,0.0,9.76353127,6.5675391,6.10213351,-0.14861657,0.0,-0.0,0.28001253,0.19955469,0.10458049,-0.055243305000000006,-0.0,-0.0,10.0435438,6.76709379,6.206714,-0.20385987500000002,0.0,-0.0,9.76460658,6.5576058,6.09311605,-0.14728252,-0.0,0.0,0.2883701,0.20681164,0.1106346,-0.055930405,-0.0,0.0,10.05297668,6.76441745,6.20375065,-0.203212925,-0.0,0.0,9.76423384,6.56560795,6.10053229,-0.14847789,-0.0,-0.0,0.28387166,0.20195084,0.10654103,-0.055604105,-0.0,-0.0,10.0481055,6.76755879,6.20707333,-0.20408199500000002,-0.0,-0.0,9.76342679,6.5666823,6.1013572,-0.1486471,-0.0,0.0,0.28142718,0.19990931,0.10477171,-0.055539555000000004,-0.0,-0.0,10.04485397,6.76659161,6.20612891,-0.204186655,-0.0,0.0
T145,1444,13.63484794,9.77696081,8.45828594,-0.09293339,-0.0839081,-0.29063027,0.39486068,0.2541964,0.16568305,-0.11777404999999999,-0.023841725,-0.03760482,14.02970862,10.03115722,8.62396899,-0.210707435,-0.107749825,-0.32823508,13.65155945,9.79185556,8.47342911,-0.09430626,-0.08373377,-0.29203115,0.38670074,0.24229999,0.15467959,-0.118072025,-0.02248635,-0.03743354,14.03826019,10.03415555,8.6281087,-0.212378285,-0.10622011,-0.329464685,13.65385917,9.7927076,8.47429784,-0.09376245,-0.08361599,-0.29147364,0.38473982,0.23884123,0.15145942,-0.118144495,-0.022145415,-0.037525215,14.03859899,10.03154883,8.62575726,-0.211906945,-0.105761405,-0.328998855,13.63942497,9.77505871,8.45262881,-0.09308931,-0.0853418,-0.29007863,0.39819941,0.25132631,0.16251643,-0.118916265,-0.02246936,-0.037383065,14.03762438,10.02638502,8.61514523,-0.212005575,-0.10781116,-0.32746169,13.65019048,9.78720153,8.46876378,-0.09348896,-0.08328254,-0.29016127,0.3911102,0.24436472,0.15631781,-0.11851964,-0.022287435,-0.037592395,14.04130068,10.03156626,8.62508159,-0.2120086,-0.10556997500000001,-0.327753665,13.65095099,9.78884688,8.47048935,-0.09322748,-0.08337407,-0.29072912,0.38277114,0.23775277,0.15023882,-0.118348005,-0.022030845,-0.037552585,14.03372213,10.02659965,8.62072817,-0.211575485,-0.105404915,-0.328281705
T145,1455,11.79797157,15.44190143,7.13035447,-0.44427282,0.0,-0.0,0.22991092,0.39673163,0.07351878,0.005629945,-0.0,-0.0,12.02788248,15.83863306,7.20387325,-0.438642875,-0.0,-0.0,11.82113432,15.47962139,7.1488248,-0.44529602,0.0,-0.0,0.2217314,0.38821607,0.06328297,0.005178075000000001,0.0,-0.0,12.04286572,15.86783747,7.21210777,-0.440117945,0.0,-0.0,11.82314993,15.48247604,7.15077321,-0.44529373,0.0,-0.0,0.21963144,0.38649879,0.06029856,0.0050084,-0.0,-0.0,12.04278138,15.86897483,7.21107177,-0.44028533000000003,-0.0,-0.0,11.79579428,15.45869566,7.13082613,-0.44491342,0.0,0.0,0.22838768,0.39678342,0.06785185,0.004749730000000001,-0.0,-0.0,12.02418196,15.85547908,7.19867797,-0.440163685,-0.0,-0.0,11.81933801,15.4783307,7.14824202,-0.44533593,-0.0,-0.0,0.22237356,0.39009319,0.0619039,0.004802880000000001,-0.0,0.0,12.04171157,15.86842389,7.21014593,-0.44053305,-0.0,0.0,11.81908747,15.47949968,7.14775682,-0.44533785,0.0,0.0,0.21903282,0.38577987,0.0588482,0.004977565,0.0,-0.0,12.03812029,15.86527955,7.20660501,-0.440360285,0.0,-0.0
T145,1457,11.54882911,7.54109114,6.23520058,1.02716856,0.32980602,1.03589092,0.04678364,0.04805839,0.08969864,-0.07913593499999999,-0.023024055,-0.062848235,11.59561276,7.58914953,6.32489922,0.948032625,0.306781965,0.973042685,11.55906211,7.55339899,6.24971292,1.02638498,0.32891962,1.03214076,0.04359383,0.04193473,0.08457954,-0.079609425,-0.023470735,-0.06374917499999999,11.60265594,7.59533372,6.33429246,0.946775555,0.305448885,0.968391585,11.56010606,7.55395969,6.25048341,1.02644422,0.32895433,1.03200181,0.04275667,0.03999564,0.08330762,-0.079579885,-0.023577285,-0.06426132000000001,11.60286273,7.59395533,6.33379103,0.946864335,0.305377035,0.96774049,11.55521418,7.5422935,6.23116493,1.02630452,0.33005982,1.0375973,0.05296962,0.04845573,0.09018495,-0.07934054,-0.023326885,-0.0634516,11.6081838,7.59074923,6.32134987,0.94696398,0.30673293,0.9741457,11.56008015,7.55177701,6.24661232,1.02692276,0.32924366,1.03324111,0.04730624,0.04285357,0.08568215,-0.079542335,-0.023528975,-0.06408071500000001,11.6073864,7.59463057,6.33229448,0.9473804299999999,0.305714685,0.9691604,11.55961512,7.55265696,6.24868373,1.02667767,0.32897303,1.03232327,0.04441693,0.04027993,0.08361012,-0.07949589,-0.023613885,-0.06438804000000001,11.60403205,7.5929369,6.33229385,0.94718178,0.305359135,0.9679352299999999
T145,1475,15.35757753,4.2360966,4.18144337,0.04743572,1.3e-07,0.00017786,0.76762055,0.06391543,0.05372448,0.02688757,4.99e-06,8.322e-05,16.12519809,4.30001203,4.23516786,0.07432329,5.12e-06,0.00026108,15.36528179,4.2535884,4.19821457,0.04829458,1.15e-06,0.00017757,0.76001732,0.05886204,0.0484087,0.0261527,5.04e-06,8.141e-05,16.12529911,4.31245044,4.24662327,0.07444728,6.19e-06,0.00025898,15.36545893,4.25494285,4.19934416,0.04816185,1.23e-06,0.00017817,0.7566548,0.05795151,0.04741309,0.026134909999999997,5.07e-06,8.1e-05,16.12211373,4.31289436,4.24675725,0.07429675499999999,6.3e-06,0.00025917,15.36568591,4.22951277,4.17522784,0.04674306,3.09e-06,0.00018411,0.76363323,0.06208762,0.05179864,0.025613705,4.5e-06,8.249e-05,16.12931914,4.2916004,4.22702648,0.072356775,7.59e-06,0.0002666,15.36414808,4.24962539,4.19484903,0.04765968,1.79e-06,0.00017846,0.759112,0.05981635,0.04935843,0.026084870000000003,4.99e-06,8.129e-05,16.12326007,4.30944173,4.24420746,0.07374454999999999,6.78e-06,0.00025975,15.36490445,4.25248679,4.19704719,0.048139,1.36e-06,0.00017921,0.75634566,0.0584504,0.04792808,0.02622302,4.9e-06,8.137e-05,16.12125011,4.31093719,4.24497527,0.07436202,6.25e-06,0.00026058
